symbol	tx_id	tx_biotype	exon_id	exon_rank
Btbd35f2	Btbd35f2	protein_coding	NA	NA
Btbd35f20	Btbd35f20	protein_coding	NA	NA
Btbd35f21	Btbd35f21	protein_coding	NA	NA
Btbd35f22	Btbd35f22	protein_coding	NA	NA
Btbd35f23	Btbd35f23	protein_coding	NA	NA
Btbd35f24	Btbd35f24	protein_coding	NA	NA
Btbd35f25	Btbd35f25	protein_coding	NA	NA
Btbd35f26	Btbd35f26	protein_coding	NA	NA
Btbd35f27	Btbd35f27	protein_coding	NA	NA
Btbd35f28	Btbd35f28	protein_coding	NA	NA
Btbd35f29	Btbd35f29	protein_coding	NA	NA
Btbd35f3	Btbd35f3	protein_coding	NA	NA
Btbd35f30	Btbd35f30	protein_coding	NA	NA
Btbd35f4	Btbd35f4	protein_coding	NA	NA
Btbd35f5	Btbd35f5	protein_coding	NA	NA
Btbd35f6	Btbd35f6	protein_coding	NA	NA
Btbd35f7	Btbd35f7	protein_coding	NA	NA
Btbd35f8	Btbd35f8	protein_coding	NA	NA
Btbd35f9	Btbd35f9	protein_coding	NA	NA
Btbd6	Btbd6	protein_coding	NA	NA
Btbd7	Btbd7	protein_coding	NA	NA
Btbd8	Btbd8	protein_coding	NA	NA
Btbd9	Btbd9	protein_coding	NA	NA
Btc	Btc	protein_coding	NA	NA
Btd	Btd	protein_coding	NA	NA
Btf3	Btf3	protein_coding	NA	NA
Btf3l4	Btf3l4	protein_coding	NA	NA
Btg1	Btg1	protein_coding	NA	NA
Btg1b	Btg1b	protein_coding	NA	NA
Btg1c	Btg1c	protein_coding	NA	NA
Btg2	Btg2	protein_coding	NA	NA
Btg3	Btg3	protein_coding	NA	NA
Btg4	Btg4	protein_coding	NA	NA
Btk	Btk	protein_coding	NA	NA
Btla	Btla	protein_coding	NA	NA
Btn1a1	Btn1a1	protein_coding	NA	NA
Btn2a2	Btn2a2	protein_coding	NA	NA
Btnl1	Btnl1	protein_coding	NA	NA
Btnl10	Btnl10	protein_coding	NA	NA
Btnl2	Btnl2	protein_coding	NA	NA
Btnl4	Btnl4	protein_coding	NA	NA
Btnl5-ps	Btnl5-ps	transcribed_unprocessed_pseudogene	NA	NA
Btnl6	Btnl6	protein_coding	NA	NA
Btnl7-ps	Btnl7-ps	unprocessed_pseudogene	NA	NA
Btnl9	Btnl9	protein_coding	NA	NA
Btrc	Btrc	protein_coding	NA	NA
Bub1	Bub1	protein_coding	NA	NA
Bub1b	Bub1b	protein_coding	NA	NA
Bub3	Bub3	protein_coding	NA	NA
Bud13	Bud13	protein_coding	NA	NA
Bud23	Bud23	protein_coding	NA	NA
Bud31	Bud31	protein_coding	NA	NA
Bves	Bves	protein_coding	NA	NA
Bvht	Bvht	lincRNA	NA	NA
Bysl	Bysl	protein_coding	NA	NA
Bzw1	Bzw1	protein_coding	NA	NA
Bzw2	Bzw2	protein_coding	NA	NA
C030004G16Rik	C030004G16Rik	lincRNA	NA	NA
C030005K06Rik	C030005K06Rik	processed_transcript	NA	NA
C030005K15Rik	C030005K15Rik	lincRNA	NA	NA
C030006K11Rik	C030006K11Rik	protein_coding	NA	NA
C030006N10Rik	C030006N10Rik	TEC	NA	NA
C030007H22Rik	C030007H22Rik	lincRNA	NA	NA
C030010L15Rik	C030010L15Rik	antisense	NA	NA
C030013C21Rik	C030013C21Rik	sense_intronic	NA	NA
C030013G03Rik	C030013G03Rik	antisense	NA	NA
C030014I23Rik	C030014I23Rik	lincRNA	NA	NA
C030015A19Rik	C030015A19Rik	TEC	NA	NA
C030015E24Rik	C030015E24Rik	TEC	NA	NA
C030017B01Rik	C030017B01Rik	lincRNA	NA	NA
C030017D09Rik	C030017D09Rik	antisense	NA	NA
C030017G13Rik	C030017G13Rik	TEC	NA	NA
C030018K13Rik	C030018K13Rik	lincRNA	NA	NA
C030029H02Rik	C030029H02Rik	lincRNA	NA	NA
C030032O16Rik	C030032O16Rik	sense_intronic	NA	NA
C030034I22Rik	C030034I22Rik	lincRNA	NA	NA
C030034L19Rik	C030034L19Rik	lincRNA	NA	NA
C030037D09Rik	C030037D09Rik	lincRNA	NA	NA
C030037F17Rik	C030037F17Rik	antisense	NA	NA
C030038I04Rik	C030038I04Rik	TEC	NA	NA
C030047K22Rik	C030047K22Rik	lincRNA	NA	NA
C130012C08Rik	C130012C08Rik	TEC	NA	NA
C130013H08Rik	C130013H08Rik	antisense	NA	NA
C130021I20Rik	C130021I20Rik	antisense	NA	NA
C130023A14Rik	C130023A14Rik	TEC	NA	NA
C130026I21Rik	C130026I21Rik	protein_coding	NA	NA
C130026L21Rik	C130026L21Rik	lincRNA	NA	NA
C130032M10Rik	C130032M10Rik	antisense	NA	NA
C130036L24Rik	C130036L24Rik	processed_transcript	NA	NA
C130040N14Rik	C130040N14Rik	antisense	NA	NA
C130046K22Rik	C130046K22Rik	processed_transcript	NA	NA
C130050O18Rik	C130050O18Rik	protein_coding	NA	NA
C130051F05Rik	C130051F05Rik	TEC	NA	NA
C130060C02Rik	C130060C02Rik	bidirectional_promoter_lncRNA	NA	NA
C130071C03Rik	C130071C03Rik	lincRNA	NA	NA
C130073E24Rik	C130073E24Rik	lincRNA	NA	NA
C130073F10Rik	C130073F10Rik	protein_coding	NA	NA
C130074G19Rik	C130074G19Rik	protein_coding	NA	NA
C130075A20Rik	C130075A20Rik	TEC	NA	NA
C130080G10Rik	C130080G10Rik	antisense	NA	NA
C130083A15Rik	C130083A15Rik	TEC	NA	NA
C130083M11Rik	C130083M11Rik	lincRNA	NA	NA
C130089K02Rik	C130089K02Rik	TEC	NA	NA
C130093G08Rik	C130093G08Rik	TEC	NA	NA
C1d	C1d	protein_coding	NA	NA
C1galt1	C1galt1	protein_coding	NA	NA
C1galt1c1	C1galt1c1	protein_coding	NA	NA
C1qa	C1qa	protein_coding	NA	NA
C1qb	C1qb	protein_coding	NA	NA
C1qbp	C1qbp	protein_coding	NA	NA
C1qc	C1qc	protein_coding	NA	NA
C1ql1	C1ql1	protein_coding	NA	NA
C1ql2	C1ql2	protein_coding	NA	NA
C1ql3	C1ql3	protein_coding	NA	NA
C1ql4	C1ql4	protein_coding	NA	NA
C1qtnf1	C1qtnf1	protein_coding	NA	NA
C1qtnf12	C1qtnf12	protein_coding	NA	NA
C1qtnf2	C1qtnf2	protein_coding	NA	NA
C1qtnf3	C1qtnf3	protein_coding	NA	NA
C1qtnf4	C1qtnf4	protein_coding	NA	NA
C1qtnf4	C1qtnf4	protein_coding	NA	NA
C1qtnf5	C1qtnf5	protein_coding	NA	NA
C1qtnf6	C1qtnf6	protein_coding	NA	NA
C1qtnf7	C1qtnf7	protein_coding	NA	NA
C1qtnf9	C1qtnf9	protein_coding	NA	NA
C1ra	C1ra	protein_coding	NA	NA
C1rb	C1rb	protein_coding	NA	NA
C1rl	C1rl	protein_coding	NA	NA
C1s1	C1s1	protein_coding	NA	NA
C1s2	C1s2	protein_coding	NA	NA
C2	C2	protein_coding	NA	NA
C230012O17Rik	C230012O17Rik	processed_transcript	NA	NA
C230013L11Rik	C230013L11Rik	bidirectional_promoter_lncRNA	NA	NA
C230014O12Rik	C230014O12Rik	lincRNA	NA	NA
C230024C17Rik	C230024C17Rik	lincRNA	NA	NA
C230029F24Rik	C230029F24Rik	lincRNA	NA	NA
C230031I18Rik	C230031I18Rik	TEC	NA	NA
C230034O21Rik	C230034O21Rik	antisense	NA	NA
C230035I16Rik	C230035I16Rik	lincRNA	NA	NA
C230037L18Rik	C230037L18Rik	antisense	NA	NA
C230038L03Rik	C230038L03Rik	processed_transcript	NA	NA
C230053D17Rik	C230053D17Rik	TEC	NA	NA
C230057A21Rik	C230057A21Rik	lincRNA	NA	NA
C230057M02Rik	C230057M02Rik	lincRNA	NA	NA
C230062I16Rik	C230062I16Rik	transcribed_unprocessed_pseudogene	NA	NA
C230066G23Rik	C230066G23Rik	sense_intronic	NA	NA
C230071H17Rik	C230071H17Rik	TEC	NA	NA
C230071H17Rik	C230071H17Rik	TEC	NA	NA
C230072F16Rik	C230072F16Rik	lincRNA	NA	NA
C230079O03Rik	C230079O03Rik	lincRNA	NA	NA
C230085N15Rik	C230085N15Rik	TEC	NA	NA
C230086J09Rik	C230086J09Rik	TEC	NA	NA
C230096K16Rik	C230096K16Rik	TEC	NA	NA
C230099D08Rik	C230099D08Rik	lincRNA	NA	NA
C2cd2	C2cd2	protein_coding	NA	NA
C2cd2l	C2cd2l	protein_coding	NA	NA
C2cd3	C2cd3	protein_coding	NA	NA
C2cd4a	C2cd4a	protein_coding	NA	NA
C2cd4b	C2cd4b	protein_coding	NA	NA
C2cd4c	C2cd4c	protein_coding	NA	NA
C2cd4d	C2cd4d	protein_coding	NA	NA
C2cd5	C2cd5	protein_coding	NA	NA
C2cd6	C2cd6	protein_coding	NA	NA
C3	C3	protein_coding	NA	NA
C330002G04Rik	C330002G04Rik	lincRNA	NA	NA
C330004P14Rik	C330004P14Rik	lincRNA	NA	NA
C330007P06Rik	C330007P06Rik	protein_coding	NA	NA
C330008A17Rik	C330008A17Rik	lincRNA	NA	NA
C330011F03Rik	C330011F03Rik	lincRNA	NA	NA
C330011M18Rik	C330011M18Rik	antisense	NA	NA
C330013E15Rik	C330013E15Rik	bidirectional_promoter_lncRNA	NA	NA
C330018A13Rik	C330018A13Rik	antisense	NA	NA
C330018D20Rik	C330018D20Rik	protein_coding	NA	NA
C330019F10Rik	C330019F10Rik	lincRNA	NA	NA
C330022B21Rik	C330022B21Rik	processed_pseudogene	NA	NA
C330022C24Rik	C330022C24Rik	antisense	NA	NA
C330024C12Rik	C330024C12Rik	lincRNA	NA	NA
C330024D21Rik	C330024D21Rik	processed_transcript	NA	NA
C3ar1	C3ar1	protein_coding	NA	NA
C430002N11Rik	C430002N11Rik	processed_transcript	NA	NA
C430014B12Rik	C430014B12Rik	processed_transcript	NA	NA
C430019N01Rik	C430019N01Rik	TEC	NA	NA
C430039J01Rik	C430039J01Rik	TEC	NA	NA
C430039J16Rik	C430039J16Rik	lincRNA	NA	NA
C430042M11Rik	C430042M11Rik	lincRNA	NA	NA
C430049B03Rik	C430049B03Rik	processed_transcript	NA	NA
C4a	C4a	processed_transcript	NA	NA
C4b	C4b	protein_coding	NA	NA
C4bp	C4bp	protein_coding	NA	NA
C4bp-ps1	C4bp-ps1	unprocessed_pseudogene	NA	NA
C530005A16Rik	C530005A16Rik	processed_transcript	NA	NA
C530008M17Rik	C530008M17Rik	protein_coding	NA	NA
C530025M09Rik	C530025M09Rik	antisense	NA	NA
C530043A13Rik	C530043A13Rik	lincRNA	NA	NA
C530043K16Rik	C530043K16Rik	TEC	NA	NA
C530044C16Rik	C530044C16Rik	lincRNA	NA	NA
C5ar1	C5ar1	protein_coding	NA	NA
C5ar2	C5ar2	protein_coding	NA	NA
C6	C6	protein_coding	NA	NA
C630004L07Rik	C630004L07Rik	TEC	NA	NA
C630004M23Rik	C630004M23Rik	TEC	NA	NA
C630028M04Rik	C630028M04Rik	lincRNA	NA	NA
C630031E19Rik	C630031E19Rik	antisense	NA	NA
C630043F03Rik	C630043F03Rik	processed_transcript	NA	NA
C630044B11Rik	C630044B11Rik	TEC	NA	NA
C630050I24Rik	C630050I24Rik	TEC	NA	NA
C7	C7	protein_coding	NA	NA
C730002L08Rik	C730002L08Rik	processed_transcript	NA	NA
C730027H18Rik	C730027H18Rik	lincRNA	NA	NA
C730027H18Rik	C730027H18Rik	lincRNA	NA	NA
C730034F03Rik	C730034F03Rik	bidirectional_promoter_lncRNA	NA	NA
C730036E19Rik	C730036E19Rik	lincRNA	NA	NA
C730045M19Rik	C730045M19Rik	TEC	NA	NA
C77080	C77080	protein_coding	NA	NA
C78197	C78197	antisense	NA	NA
C78283	C78283	lincRNA	NA	NA
C78334	C78334	antisense	NA	NA
C78859	C78859	lincRNA	NA	NA
C79130	C79130	TEC	NA	NA
C79798	C79798	antisense	NA	NA
C820005J03Rik	C820005J03Rik	lincRNA	NA	NA
C86187	C86187	lincRNA	NA	NA
C87114	C87114	processed_pseudogene	NA	NA
C87198	C87198	lincRNA	NA	NA
C87414	C87414	protein_coding	NA	NA
C87436	C87436	protein_coding	NA	NA
C87487	C87487	lincRNA	NA	NA
C87499	C87499	protein_coding	NA	NA
C87977	C87977	protein_coding	NA	NA
C8a	C8a	protein_coding	NA	NA
C8b	C8b	protein_coding	NA	NA
C8g	C8g	protein_coding	NA	NA
C9	C9	protein_coding	NA	NA
C920006O11Rik	C920006O11Rik	transcribed_unprocessed_pseudogene	NA	NA
C920009B18Rik	C920009B18Rik	transcribed_unprocessed_pseudogene	NA	NA
C920021L13Rik	C920021L13Rik	antisense	NA	NA
C9orf72	C9orf72	protein_coding	NA	NA
CAAA01019125.1	CAAA01019125.1	snRNA	NA	NA
CAAA01064564.1	CAAA01064564.1	miRNA	NA	NA
CAAA01066123.1	CAAA01066123.1	processed_transcript	NA	NA
CAAA01077340.1	CAAA01077340.1	protein_coding	NA	NA
CAAA01098150.1	CAAA01098150.1	miRNA	NA	NA
CAAA01118383.1	CAAA01118383.1	protein_coding	NA	NA
CAAA01124250.1	CAAA01124250.1	snRNA	NA	NA
CAAA01144662.1	CAAA01144662.1	protein_coding	NA	NA
CAAA01147332.1	CAAA01147332.1	protein_coding	NA	NA
CAAA01154301.1	CAAA01154301.1	protein_coding	NA	NA
CAAA01165726.1	CAAA01165726.1	protein_coding	NA	NA
CAAA01205117.1	CAAA01205117.1	miRNA	NA	NA
CAAA01205117.2	CAAA01205117.2	miRNA	NA	NA
CJ186046Rik	CJ186046Rik	lincRNA	NA	NA
CK137956	CK137956	protein_coding	NA	NA
CN725425	CN725425	protein_coding	NA	NA
CR524822.1	CR524822.1	miRNA	NA	NA
CR536609.1	CR536609.1	pseudogene	NA	NA
CR550303.1	CR550303.1	pseudogene	NA	NA
CR936839.1	CR936839.1	protein_coding	NA	NA
CR936839.2	CR936839.2	pseudogene	NA	NA
CR936839.3	CR936839.3	pseudogene	NA	NA
CR936842.1	CR936842.1	pseudogene	NA	NA
CR954983.1	CR954983.1	pseudogene	NA	NA
CR974473.1	CR974473.1	unprocessed_pseudogene	NA	NA
CR974586.1	CR974586.1	protein_coding	NA	NA
CR974586.2	CR974586.2	protein_coding	NA	NA
CR974586.3	CR974586.3	protein_coding	NA	NA
CR974586.4	CR974586.4	protein_coding	NA	NA
CR974586.5	CR974586.5	protein_coding	NA	NA
CT009635.1	CT009635.1	pseudogene	NA	NA
CT009635.2	CT009635.2	pseudogene	NA	NA
CT009635.3	CT009635.3	pseudogene	NA	NA
CT009635.4	CT009635.4	pseudogene	NA	NA
CT010467.1	CT010467.1	rRNA	NA	NA
CT010467.2	CT010467.2	pseudogene	NA	NA
CT010495.1	CT010495.1	pseudogene	NA	NA
CT010569.1	CT010569.1	processed_pseudogene	NA	NA
CT025680.1	CT025680.1	unprocessed_pseudogene	NA	NA
CT025683.1	CT025683.1	unitary_pseudogene	NA	NA
CT030159.1	CT030159.1	processed_pseudogene	NA	NA
CT030740.1	CT030740.1	antisense	NA	NA
CT485612.1	CT485612.1	unprocessed_pseudogene	NA	NA
CT571246.1	CT571246.1	pseudogene	NA	NA
CT573014.1	CT573014.1	processed_pseudogene	NA	NA
CT868690.1	CT868690.1	transcribed_unprocessed_pseudogene	NA	NA
CT868723.1	CT868723.1	protein_coding	NA	NA
CU041226.1	CU041226.1	pseudogene	NA	NA
CU682339.1	CU682339.1	pseudogene	NA	NA
Caap1	Caap1	protein_coding	NA	NA
Cab39	Cab39	protein_coding	NA	NA
Cab39l	Cab39l	protein_coding	NA	NA
Cabcoco1	Cabcoco1	protein_coding	NA	NA
Cabin1	Cabin1	protein_coding	NA	NA
Cables1	Cables1	protein_coding	NA	NA
Cables2	Cables2	protein_coding	NA	NA
Cabp1	Cabp1	protein_coding	NA	NA
Cabp2	Cabp2	protein_coding	NA	NA
Cabp2	Cabp2	protein_coding	NA	NA
Cabp4	Cabp4	protein_coding	NA	NA
Cabp4	Cabp4	protein_coding	NA	NA
Cabp5	Cabp5	protein_coding	NA	NA
Cabp7	Cabp7	protein_coding	NA	NA
Cabs1	Cabs1	protein_coding	NA	NA
Cabyr	Cabyr	protein_coding	NA	NA
Cacfd1	Cacfd1	protein_coding	NA	NA
Cachd1	Cachd1	protein_coding	NA	NA
Cacna1a	Cacna1a	protein_coding	NA	NA
Cacna1b	Cacna1b	protein_coding	NA	NA
Cacna1c	Cacna1c	protein_coding	NA	NA
Cacna1d	Cacna1d	protein_coding	NA	NA
Cacna1e	Cacna1e	protein_coding	NA	NA
Cacna1f	Cacna1f	protein_coding	NA	NA
Cacna1g	Cacna1g	protein_coding	NA	NA
Cacna1h	Cacna1h	protein_coding	NA	NA
Cacna1i	Cacna1i	protein_coding	NA	NA
Cacna1s	Cacna1s	protein_coding	NA	NA
Cacna2d1	Cacna2d1	protein_coding	NA	NA
Cacna2d2	Cacna2d2	protein_coding	NA	NA
Cacna2d3	Cacna2d3	protein_coding	NA	NA
Cacna2d4	Cacna2d4	protein_coding	NA	NA
Cacnb1	Cacnb1	protein_coding	NA	NA
Cacnb2	Cacnb2	protein_coding	NA	NA
Cacnb3	Cacnb3	protein_coding	NA	NA
Cacnb4	Cacnb4	protein_coding	NA	NA
Cacng1	Cacng1	protein_coding	NA	NA
Cacng2	Cacng2	protein_coding	NA	NA
Cacng3	Cacng3	protein_coding	NA	NA
Cacng4	Cacng4	protein_coding	NA	NA
Cacng5	Cacng5	protein_coding	NA	NA
Cacng6	Cacng6	protein_coding	NA	NA
Cacng6	Cacng6	protein_coding	NA	NA
Cacng7	Cacng7	protein_coding	NA	NA
Cacng7	Cacng7	protein_coding	NA	NA
Cacng8	Cacng8	protein_coding	NA	NA
Cacng8	Cacng8	protein_coding	NA	NA
Cactin	Cactin	protein_coding	NA	NA
Cacul1	Cacul1	protein_coding	NA	NA
Cacybp	Cacybp	protein_coding	NA	NA
Cad	Cad	protein_coding	NA	NA
Cadm1	Cadm1	protein_coding	NA	NA
Cadm2	Cadm2	protein_coding	NA	NA
Cadm3	Cadm3	protein_coding	NA	NA
Cadm4	Cadm4	protein_coding	NA	NA
Cadps	Cadps	protein_coding	NA	NA
Cadps2	Cadps2	protein_coding	NA	NA
Cage1	Cage1	protein_coding	NA	NA
Calb1	Calb1	protein_coding	NA	NA
Calb2	Calb2	protein_coding	NA	NA
Calca	Calca	protein_coding	NA	NA
Calcb	Calcb	protein_coding	NA	NA
Calcoco1	Calcoco1	protein_coding	NA	NA
Calcoco2	Calcoco2	protein_coding	NA	NA
Calcr	Calcr	protein_coding	NA	NA
Calcrl	Calcrl	protein_coding	NA	NA
Cald1	Cald1	protein_coding	NA	NA
Calhm1	Calhm1	protein_coding	NA	NA
Calhm2	Calhm2	protein_coding	NA	NA
Calhm3	Calhm3	protein_coding	NA	NA
Calhm4	Calhm4	protein_coding	NA	NA
Calhm5	Calhm5	protein_coding	NA	NA
Calhm6	Calhm6	protein_coding	NA	NA
Calm1	Calm1	protein_coding	NA	NA
Calm2	Calm2	protein_coding	NA	NA
Calm3	Calm3	protein_coding	NA	NA
Calm4	Calm4	protein_coding	NA	NA
Calm5	Calm5	protein_coding	NA	NA
Calml3	Calml3	protein_coding	NA	NA
Calml4	Calml4	protein_coding	NA	NA
Caln1	Caln1	protein_coding	NA	NA
Calr	Calr	protein_coding	NA	NA
Calr-ps	Calr-ps	processed_pseudogene	NA	NA
Calr3	Calr3	protein_coding	NA	NA
Calr4	Calr4	protein_coding	NA	NA
Calu	Calu	protein_coding	NA	NA
Caly	Caly	protein_coding	NA	NA
Camk1	Camk1	protein_coding	NA	NA
Camk1d	Camk1d	protein_coding	NA	NA
Camk1g	Camk1g	protein_coding	NA	NA
Camk2a	Camk2a	protein_coding	NA	NA
Camk2b	Camk2b	protein_coding	NA	NA
Camk2d	Camk2d	protein_coding	NA	NA
Camk2g	Camk2g	protein_coding	NA	NA
Camk2n1	Camk2n1	protein_coding	NA	NA
Camk2n2	Camk2n2	protein_coding	NA	NA
Camk4	Camk4	protein_coding	NA	NA
Camkk1	Camkk1	protein_coding	NA	NA
Camkk2	Camkk2	protein_coding	NA	NA
Camkmt	Camkmt	protein_coding	NA	NA
Camkv	Camkv	protein_coding	NA	NA
Caml	Caml	protein_coding	NA	NA
Camp	Camp	protein_coding	NA	NA
Camsap1	Camsap1	protein_coding	NA	NA
Camsap2	Camsap2	protein_coding	NA	NA
Camsap3	Camsap3	protein_coding	NA	NA
Camta1	Camta1	protein_coding	NA	NA
Camta2	Camta2	protein_coding	NA	NA
Cand1	Cand1	protein_coding	NA	NA
Cand2	Cand2	protein_coding	NA	NA
Cant1	Cant1	protein_coding	NA	NA
Canx	Canx	protein_coding	NA	NA
Cap1	Cap1	protein_coding	NA	NA
Cap2	Cap2	protein_coding	NA	NA
Capg	Capg	protein_coding	NA	NA
Capn1	Capn1	protein_coding	NA	NA
Capn10	Capn10	protein_coding	NA	NA
Capn11	Capn11	protein_coding	NA	NA
Capn12	Capn12	protein_coding	NA	NA
Capn13	Capn13	protein_coding	NA	NA
Capn15	Capn15	protein_coding	NA	NA
Capn2	Capn2	protein_coding	NA	NA
Capn3	Capn3	protein_coding	NA	NA
Capn5	Capn5	protein_coding	NA	NA
Capn6	Capn6	protein_coding	NA	NA
Capn7	Capn7	protein_coding	NA	NA
Capn8	Capn8	protein_coding	NA	NA
Capn9	Capn9	protein_coding	NA	NA
Capns1	Capns1	protein_coding	NA	NA
Capns2	Capns2	protein_coding	NA	NA
Caprin1	Caprin1	protein_coding	NA	NA
Caprin2	Caprin2	protein_coding	NA	NA
Caps2	Caps2	protein_coding	NA	NA
Capsl	Capsl	protein_coding	NA	NA
Capza1	Capza1	protein_coding	NA	NA
Capza1-ps1	Capza1-ps1	pseudogene	NA	NA
Capza2	Capza2	protein_coding	NA	NA
Capza3	Capza3	protein_coding	NA	NA
Capzb	Capzb	protein_coding	NA	NA
Car1	Car1	protein_coding	NA	NA
Car10	Car10	protein_coding	NA	NA
Car11	Car11	protein_coding	NA	NA
Car12	Car12	protein_coding	NA	NA
Car13	Car13	protein_coding	NA	NA
Car14	Car14	protein_coding	NA	NA
Car15	Car15	protein_coding	NA	NA
Car2	Car2	protein_coding	NA	NA
Car3	Car3	protein_coding	NA	NA
Car4	Car4	protein_coding	NA	NA
Car5a	Car5a	protein_coding	NA	NA
Car5b	Car5b	protein_coding	NA	NA
Car6	Car6	protein_coding	NA	NA
Car7	Car7	protein_coding	NA	NA
Car8	Car8	protein_coding	NA	NA
Car9	Car9	protein_coding	NA	NA
Card10	Card10	protein_coding	NA	NA
Card11	Card11	protein_coding	NA	NA
Card14	Card14	protein_coding	NA	NA
Card19	Card19	protein_coding	NA	NA
Card6	Card6	protein_coding	NA	NA
Card9	Card9	protein_coding	NA	NA
Carf	Carf	protein_coding	NA	NA
Carhsp1	Carhsp1	protein_coding	NA	NA
Carlr	Carlr	protein_coding	NA	NA
Carm1	Carm1	protein_coding	NA	NA
Carmil1	Carmil1	protein_coding	NA	NA
Carmil2	Carmil2	protein_coding	NA	NA
Carmil3	Carmil3	protein_coding	NA	NA
Carmn	Carmn	lincRNA	NA	NA
Carnmt1	Carnmt1	protein_coding	NA	NA
Carns1	Carns1	protein_coding	NA	NA
Carns1	Carns1	protein_coding	NA	NA
Cars	Cars	protein_coding	NA	NA
Cars2	Cars2	protein_coding	NA	NA
Cartpt	Cartpt	protein_coding	NA	NA
Casc1	Casc1	protein_coding	NA	NA
Casc3	Casc3	protein_coding	NA	NA
Casc4	Casc4	protein_coding	NA	NA
Casd1	Casd1	protein_coding	NA	NA
Cask	Cask	protein_coding	NA	NA
Caskin1	Caskin1	protein_coding	NA	NA
Caskin2	Caskin2	protein_coding	NA	NA
Casp1	Casp1	protein_coding	NA	NA
Casp12	Casp12	protein_coding	NA	NA
Casp14	Casp14	protein_coding	NA	NA
Casp16	Casp16	polymorphic_pseudogene	NA	NA
Casp2	Casp2	protein_coding	NA	NA
Casp3	Casp3	protein_coding	NA	NA
Casp4	Casp4	protein_coding	NA	NA
Casp6	Casp6	protein_coding	NA	NA
Casp7	Casp7	protein_coding	NA	NA
Casp8	Casp8	protein_coding	NA	NA
Casp8ap2	Casp8ap2	protein_coding	NA	NA
Casp9	Casp9	protein_coding	NA	NA
Casq1	Casq1	protein_coding	NA	NA
Casq2	Casq2	protein_coding	NA	NA
Casr	Casr	protein_coding	NA	NA
Cass4	Cass4	protein_coding	NA	NA
Cast	Cast	protein_coding	NA	NA
Castor1	Castor1	protein_coding	NA	NA
Castor2	Castor2	protein_coding	NA	NA
Casz1	Casz1	protein_coding	NA	NA
Cat	Cat	protein_coding	NA	NA
Catip	Catip	protein_coding	NA	NA
Catsper1	Catsper1	protein_coding	NA	NA
Catsper2	Catsper2	protein_coding	NA	NA
Catsper3	Catsper3	protein_coding	NA	NA
Catsper4	Catsper4	protein_coding	NA	NA
Catsperb	Catsperb	protein_coding	NA	NA
Catsperd	Catsperd	protein_coding	NA	NA
Catspere1	Catspere1	protein_coding	NA	NA
Catspere2	Catspere2	protein_coding	NA	NA
Catspere2	Catspere2	protein_coding	NA	NA
Catsperg1	Catsperg1	protein_coding	NA	NA
Catsperg2	Catsperg2	protein_coding	NA	NA
Catsperz	Catsperz	protein_coding	NA	NA
Cav1	Cav1	protein_coding	NA	NA
Cav2	Cav2	protein_coding	NA	NA
Cav3	Cav3	protein_coding	NA	NA
Cavin1	Cavin1	protein_coding	NA	NA
Cavin2	Cavin2	protein_coding	NA	NA
Cavin3	Cavin3	protein_coding	NA	NA
Cavin4	Cavin4	protein_coding	NA	NA
Cbarp	Cbarp	protein_coding	NA	NA
Cbfa2t2	Cbfa2t2	protein_coding	NA	NA
Cbfa2t2-ps1	Cbfa2t2-ps1	processed_pseudogene	NA	NA
Cbfa2t3	Cbfa2t3	protein_coding	NA	NA
Cbfb	Cbfb	protein_coding	NA	NA
Cbl	Cbl	protein_coding	NA	NA
Cblb	Cblb	protein_coding	NA	NA
Cblc	Cblc	protein_coding	NA	NA
Cblif	Cblif	protein_coding	NA	NA
Cbll1	Cbll1	protein_coding	NA	NA
Cbln1	Cbln1	protein_coding	NA	NA
Cbln2	Cbln2	protein_coding	NA	NA
Cbln3	Cbln3	protein_coding	NA	NA
Cbln4	Cbln4	protein_coding	NA	NA
Cbr1	Cbr1	protein_coding	NA	NA
Cbr2	Cbr2	protein_coding	NA	NA
Cbr3	Cbr3	protein_coding	NA	NA
Cbr4	Cbr4	protein_coding	NA	NA
Cbs	Cbs	protein_coding	NA	NA
Cbwd1	Cbwd1	protein_coding	NA	NA
Cbx1	Cbx1	protein_coding	NA	NA
Cbx2	Cbx2	protein_coding	NA	NA
Cbx3	Cbx3	protein_coding	NA	NA
Cbx3-ps1	Cbx3-ps1	processed_pseudogene	NA	NA
Cbx3-ps2	Cbx3-ps2	processed_pseudogene	NA	NA
Cbx3-ps3	Cbx3-ps3	processed_pseudogene	NA	NA
Cbx3-ps4	Cbx3-ps4	processed_pseudogene	NA	NA
Cbx3-ps5	Cbx3-ps5	processed_pseudogene	NA	NA
Cbx3-ps6	Cbx3-ps6	processed_pseudogene	NA	NA
Cbx3-ps7	Cbx3-ps7	processed_pseudogene	NA	NA
Cbx3-ps8	Cbx3-ps8	processed_pseudogene	NA	NA
Cbx4	Cbx4	protein_coding	NA	NA
Cbx5	Cbx5	protein_coding	NA	NA
Cbx6	Cbx6	protein_coding	NA	NA
Cbx7	Cbx7	protein_coding	NA	NA
Cbx8	Cbx8	protein_coding	NA	NA
Cby1	Cby1	protein_coding	NA	NA
Cby2	Cby2	protein_coding	NA	NA
Cby3	Cby3	protein_coding	NA	NA
Cc2d1a	Cc2d1a	protein_coding	NA	NA
Cc2d1b	Cc2d1b	protein_coding	NA	NA
