Class	Length	Reads
Clean_Reads	15	1085035
Clean_Reads	16	1610436
Clean_Reads	17	850246
Clean_Reads	18	787616
Clean_Reads	19	806404
Clean_Reads	20	607634
Clean_Reads	21	587964
Clean_Reads	22	666596
Clean_Reads	23	549553
Clean_Reads	24	481384
Clean_Reads	25	468007
Clean_Reads	26	454595
Clean_Reads	27	381788
Clean_Reads	28	384991
Clean_Reads	29	418492
Clean_Reads	30	468053
Clean_Reads	31	636879
Clean_Reads	32	506909
Clean_Reads	33	658742
Clean_Reads	34	321820
Clean_Reads	35	261133
Clean_Reads	36	214071
Clean_Reads	37	225332
Clean_Reads	38	214940
Clean_Reads	39	251551
Clean_Reads	40	246313
Clean_Reads	41	475963
Clean_Reads	42	406879
Clean_Reads	43	266557
Clean_Reads	44	194626
Clean_Reads	45	148378
Match_Genome	15	1083461
Match_Genome	16	1590983
Match_Genome	17	718630
Match_Genome	18	599085
Match_Genome	19	526599
Match_Genome	20	279730
Match_Genome	21	225929
Match_Genome	22	320336
Match_Genome	23	222255
Match_Genome	24	150093
Match_Genome	25	199951
Match_Genome	26	219506
Match_Genome	27	147873
Match_Genome	28	135200
Match_Genome	29	183680
Match_Genome	30	235752
Match_Genome	31	409921
Match_Genome	32	269382
Match_Genome	33	462913
Match_Genome	34	166247
Match_Genome	35	112118
Match_Genome	36	84491
Match_Genome	37	105451
Match_Genome	38	71002
Match_Genome	39	132826
Match_Genome	40	84437
Match_Genome	41	256484
Match_Genome	42	115405
Match_Genome	43	92656
Match_Genome	44	87096
Match_Genome	45	57523
miRBase-miRNA_Match_Genome	15	9550.00
miRBase-miRNA_Match_Genome	16	8810.00
miRBase-miRNA_Match_Genome	17	2756.00
miRBase-miRNA_Match_Genome	18	3599.00
miRBase-miRNA_Match_Genome	19	4138.00
miRBase-miRNA_Match_Genome	20	14883.00
miRBase-miRNA_Match_Genome	21	41447.00
miRBase-miRNA_Match_Genome	22	104014.00
miRBase-miRNA_Match_Genome	23	61689.00
miRBase-miRNA_Match_Genome	24	8372.00
miRBase-miRNA_Match_Genome	25	1027.00
miRBase-miRNA_Match_Genome	26	195.00
miRBase-miRNA_Match_Genome	27	28.00
miRBase-miRNA_Match_Genome	28	32.00
miRBase-miRNA_Match_Genome	29	47.00
miRBase-miRNA_Match_Genome	30	39.00
miRBase-miRNA_Match_Genome	31	31.00
miRBase-miRNA_Match_Genome	32	9.00
miRBase-miRNA_Match_Genome	33	14.00
miRBase-miRNA_Match_Genome	34	8.00
miRBase-miRNA_Match_Genome	35	5.00
miRBase-miRNA_Match_Genome	36	3.00
miRBase-miRNA_Match_Genome	37	2.00
miRBase-miRNA_Match_Genome	38	5.00
miRBase-miRNA_Match_Genome	39	7.00
miRBase-miRNA_Match_Genome	40	4.00
miRBase-miRNA_Match_Genome	41	6.00
miRBase-miRNA_Match_Genome	42	1.00
miRBase-miRNA_Match_Genome	43	4.00
miRBase-miRNA_Match_Genome	44	3.00
miRBase-miRNA_Unmatch_Genome	27	1.00
miRBase-miRNA_Unmatch_Genome	28	1.00
rRNAdb-rRNA_Match_Genome	15	143716.00
rRNAdb-rRNA_Match_Genome	16	132602.00
rRNAdb-rRNA_Match_Genome	17	122020.00
rRNAdb-rRNA_Match_Genome	18	127889.00
rRNAdb-rRNA_Match_Genome	19	141428.00
rRNAdb-rRNA_Match_Genome	20	99099.00
rRNAdb-rRNA_Match_Genome	21	78879.00
rRNAdb-rRNA_Match_Genome	22	69610.00
rRNAdb-rRNA_Match_Genome	23	67475.00
